,loss,conv,dataset,train acc micro,test acc micro,train acc macro,test acc macro,label assortativity,feature assortativity,cluster coefficient,average shortest path,average degree,group
103,HOPE_Katz,GAT,0.10.90.242,0.4393723252496433,0.1306532663316583,0.4412818352557731,0.1308844832033238,0.1,0.9,0.2,4.0,2.0,1.0
104,HOPE_Katz,SAGE,0.10.90.242,0.1626248216833095,0.0653266331658291,0.1614369022171982,0.0518532794409372,0.1,0.9,0.2,4.0,2.0,1.0
105,HOPE_Katz,GCN,0.10.90.245,0.2296718972895863,0.1407035175879397,0.2216296314043019,0.1379597332412006,0.1,0.9,0.2,4.0,5.0,1.0
106,HOPE_Katz,GAT,0.10.90.245,0.3594864479315264,0.1507537688442211,0.3567772303896403,0.1455043455382666,0.1,0.9,0.2,4.0,5.0,1.0
107,HOPE_Katz,SAGE,0.10.90.245,0.5534950071326676,0.0904522613065326,0.5533863425896304,0.0927859080042988,0.1,0.9,0.2,4.0,5.0,1.0
108,HOPE_Katz,GCN,0.10.90.525,0.2582025677603424,0.135678391959799,0.2421776470046841,0.1270188965291539,0.1,0.9,0.5,2.0,5.0,1.0
109,HOPE_Katz,GAT,0.10.90.525,0.2325249643366619,0.0954773869346733,0.236861743319681,0.1047328608423061,0.1,0.9,0.5,2.0,5.0,1.0
110,HOPE_Katz,SAGE,0.10.90.525,0.2853067047075606,0.0603015075376884,0.3166483329978041,0.0510174727487297,0.1,0.9,0.5,2.0,5.0,1.0
111,HOPE_Katz,GCN,0.10.90.5220,0.2924393723252496,0.1758793969849246,0.2883369872286607,0.1553443358706516,0.1,0.9,0.5,2.0,20.0,1.0
112,HOPE_Katz,GAT,0.10.90.5220,0.2425106990014265,0.0854271356783919,0.2416735552986323,0.0664559460147695,0.1,0.9,0.5,2.0,20.0,1.0
113,HOPE_Katz,SAGE,0.10.90.5220,0.2981455064194008,0.0402010050251256,0.2897091965758588,0.0317712842712842,0.1,0.9,0.5,2.0,20.0,1.0
114,HOPE_Katz,GCN,0.10.90.5240,0.1512125534950071,0.2010050251256281,0.1458580752636797,0.187970088159763,0.1,0.9,0.5,2.0,40.0,1.0
115,HOPE_Katz,GAT,0.10.90.5240,0.1540656205420827,0.1105527638190954,0.1396542204939204,0.0919728115022232,0.1,0.9,0.5,2.0,40.0,1.0
116,HOPE_Katz,SAGE,0.10.90.5240,0.2125534950071326,0.0552763819095477,0.1993790328405735,0.0437945551596807,0.1,0.9,0.5,2.0,40.0,1.0
117,HOPE_Katz,GCN,0.10.90.535,0.2596291012838801,0.1306532663316583,0.2710106349088014,0.1267077586261974,0.1,0.9,0.5,3.0,5.0,1.0
118,HOPE_Katz,GAT,0.10.90.535,0.4407988587731811,0.1758793969849246,0.4411529560026779,0.1800672424798519,0.1,0.9,0.5,3.0,5.0,1.0
119,HOPE_Katz,SAGE,0.10.90.535,0.2924393723252496,0.100502512562814,0.2885178759110567,0.0944701398819045,0.1,0.9,0.5,3.0,5.0,1.0
120,HOPE_Katz,GCN,0.10.90.5320,0.2054208273894436,0.1256281407035175,0.1985114276367887,0.1121245920047763,0.1,0.9,0.5,3.0,20.0,1.0
121,HOPE_Katz,GAT,0.10.90.5320,0.2539229671897289,0.0753768844221105,0.2447053868814099,0.0471263540381187,0.1,0.9,0.5,3.0,20.0,1.0
122,HOPE_Katz,SAGE,0.10.90.5320,0.7988587731811697,0.0452261306532663,0.7987726350646625,0.0264108938353789,0.1,0.9,0.5,3.0,20.0,1.0
123,HOPE_Katz,GCN,0.10.90.545,0.4935805991440798,0.2010050251256281,0.4929484735112245,0.1909755598836948,0.1,0.9,0.5,4.0,5.0,1.0
124,HOPE_Katz,GAT,0.10.90.545,0.3965763195435092,0.1457286432160804,0.4054091377768286,0.14567768477366,0.1,0.9,0.5,4.0,5.0,1.0
